Year_of_Release;Publisher;Global_Sales;
2012;Nintendo;5.29;
2012;Ubisoft;5.29;
2012;Electronic Arts;5.17;
2012;Activision;5.17;
2012;Nintendo;4.42;
2012;Ubisoft;3.35;
2012;Nintendo;3.14;
2012;Capcom;3.1;
2012;Take-Two Interactive;3.05;
2012;Electronic Arts;3.04;
2012;Take-Two Interactive;3.01;
2012;Ubisoft;3.01;
2012;Electronic Arts;2.86;
2012;Electronic Arts;2.81;
2012;Electronic Arts;2.57;
2012;Activision;2.53;
2012;Take-Two Interactive;2.47;
2012;NCSoft;2.34;
2012;Nintendo;2.33;
2012;Take-Two Interactive;2.23;
2012;Square Enix;2.14;
2012;Nintendo;2.03;
2012;Capcom;1.96;
2012;Microsoft Game Studios;1.96;
2012;Take-Two Interactive;1.85;
2012;Activision;1.82;
2012;Microsoft Game Studios;1.74;
2012;Capcom;1.74;
2012;Square Enix;1.73;
2012;Bethesda Softworks;1.71;
2012;Warner Bros. Interactive Entertainment;1.67;
2012;Take-Two Interactive;1.62;
2012;Square Enix;1.58;
2012;Electronic Arts;1.56;
2012;Activision;1.54;
2012;Activision;1.53;
2012;Konami Digital Entertainment;1.53;
2012;Bethesda Softworks;1.53;
2012;Ubisoft;1.47;
2012;Electronic Arts;1.43;
2012;Electronic Arts;1.42;
2012;Warner Bros. Interactive Entertainment;1.39;
2012;Nintendo;1.38;
2012;THQ;1.36;
2012;Ubisoft;1.33;
2012;Activision;1.31;
2012;Nintendo;1.27;
2012;Nintendo;1.27;
2012;THQ;1.27;
2012;Sony Computer Entertainment;1.25;
2012;Electronic Arts;1.24;
2012;Warner Bros. Interactive Entertainment;1.24;
2012;Warner Bros. Interactive Entertainment;1.2;
2012;Sega;1.18;
2012;Ubisoft;1.18;
2012;Namco Bandai Games;1.18;
2012;Capcom;1.17;
2012;Electronic Arts;1.16;
2012;Sega;1.15;
2012;Atlus;1.14;
2012;Nintendo;1.13;
2012;Electronic Arts;1.09;
2012;Activision;1.06;
2012;Warner Bros. Interactive Entertainment;1.05;
2012;Square Enix;1.04;
2012;Codemasters;1.04;
2012;THQ;1.03;
2012;Electronic Arts;1.02;
2012;Nintendo;1.02;
2012;Ubisoft;1.01;
2012;THQ;0.99;
2012;Nintendo;0.97;
2012;Electronic Arts;0.97;
2012;Square Enix;0.97;
2012;Ubisoft;0.96;
2012;Focus Home Interactive;0.96;
2012;Square Enix;0.96;
2012;505 Games;0.96;
2012;Disney Interactive Studios;0.95;
2012;Sony Computer Entertainment;0.95;
2012;Ubisoft;0.95;
2012;Take-Two Interactive;0.93;
2012;Ubisoft;0.93;
2012;Marvelous Entertainment;0.92;
2012;Sony Computer Entertainment;0.92;
2012;Electronic Arts;0.91;
2012;Electronic Arts;0.91;
2012;Warner Bros. Interactive Entertainment;0.91;
2012;Namco Bandai Games;0.9;
2012;Sony Computer Entertainment;0.89;
2012;Electronic Arts;0.89;
2012;Capcom;0.88;
2012;Square Enix ;0.87;
2012;Electronic Arts;0.87;
2012;Sony Computer Entertainment;0.87;
2012;Electronic Arts;0.85;
2012;Namco Bandai Games;0.85;
2012;Namco Bandai Games;0.85;
2012;THQ;0.85;
2012;505 Games;0.84;
2012;Sony Computer Entertainment;0.83;
2012;Capcom;0.83;
2012;Capcom;0.82;
2012;Microsoft Game Studios;0.81;
2012;Sony Computer Entertainment;0.81;
2012;Level 5;0.8;
2012;THQ;0.79;
2012;Activision;0.79;
2012;Capcom;0.79;
2012;Activision;0.79;
2012;Capcom;0.77;
2012;Warner Bros. Interactive Entertainment;0.77;
2012;Avanquest Software;0.76;
2012;Namco Bandai Games;0.75;
2012;Activision;0.75;
2012;Nintendo;0.74;
2012;Atlus;0.73;
2012;Activision;0.73;
2012;Avanquest Software;0.73;
2012;Namco Bandai Games;0.73;
2012;Sony Computer Entertainment;0.72;
2012;Take-Two Interactive;0.72;
2012;Electronic Arts;0.7;
2012;Nintendo;0.69;
2012;Electronic Arts;0.69;
2012;Warner Bros. Interactive Entertainment;0.69;
2012;Nintendo;0.68;
2012;Sony Computer Entertainment;0.68;
2012;Sega;0.67;
2012;Warner Bros. Interactive Entertainment;0.66;
2012;Namco Bandai Games;0.66;
2012;Electronic Arts;0.66;
2012;Warner Bros. Interactive Entertainment;0.65;
2012;Tecmo Koei;0.64;
2012;Electronic Arts;0.64;
2012;Namco Bandai Games;0.63;
2012;Activision;0.63;
2012;Take-Two Interactive;0.63;
2012;Warner Bros. Interactive Entertainment;0.62;
2012;Namco Bandai Games;0.62;
2012;Sega;0.59;
2012;Namco Bandai Games;0.58;
2012;Electronic Arts;0.58;
2012;Sega;0.58;
2012;Microsoft Game Studios;0.58;
2012;Take-Two Interactive;0.58;
2012;Xseed Games;0.58;
2012;Sega;0.58;
2012;Bethesda Softworks;0.57;
2012;Sony Computer Entertainment;0.56;
2012;Take-Two Interactive;0.54;
2012;Ubisoft;0.54;
2012;Electronic Arts;0.54;
2012;Sega;0.52;
2012;Disney Interactive Studios;0.51;
2012;Bethesda Softworks;0.51;
2012;Electronic Arts;0.51;
2012;Sony Computer Entertainment;0.5;
2012;Square Enix;0.5;
2012;Electronic Arts;0.5;
2012;Take-Two Interactive;0.5;
2012;Codemasters;0.49;
2012;Sega;0.49;
2012;Disney Interactive Studios;0.49;
2012;Electronic Arts;0.48;
2012;Warner Bros. Interactive Entertainment;0.48;
2012;Capcom;0.48;
2012;Bethesda Softworks;0.47;
2012;Nintendo;0.47;
2012;Disney Interactive Studios;0.47;
2012;Level 5;0.47;
2012;Konami Digital Entertainment;0.46;
2012;Sony Computer Entertainment;0.45;
2012;Namco Bandai Games;0.44;
2012;Activision;0.44;
2012;Electronic Arts;0.44;
2012;Capcom;0.44;
2012;Tecmo Koei;0.43;
2012;Take-Two Interactive;0.43;
2012;Electronic Arts;0.43;
2012;Ubisoft;0.43;
2012;Konami Digital Entertainment;0.42;
2012;Take-Two Interactive;0.42;
2012;Take-Two Interactive;0.42;
2012;Activision;0.41;
2012;Konami Digital Entertainment;0.41;
2012;Sony Computer Entertainment;0.41;
2012;Sega;0.41;
2012;Capcom;0.41;
2012;Electronic Arts;0.4;
2012;GungHo;0.4;
2012;Electronic Arts;0.4;
2012;Warner Bros. Interactive Entertainment;0.4;
2012;Activision;0.4;
2012;Namco Bandai Games;0.39;
2012;Take-Two Interactive;0.39;
2012;Namco Bandai Games;0.39;
2012;Activision;0.39;
2012;Activision;0.39;
2012;Konami Digital Entertainment;0.38;
2012;Atlus;0.38;
2012;Activision;0.38;
2012;Ubisoft;0.37;
2012;Warner Bros. Interactive Entertainment;0.37;
2012;Warner Bros. Interactive Entertainment;0.36;
2012;Namco Bandai Games;0.36;
2012;Sony Computer Entertainment;0.36;
2012;Ubisoft;0.36;
2012;Electronic Arts;0.35;
2012;Ubisoft;0.35;
2012;Namco Bandai Games;0.34;
2012;Activision;0.34;
2012;Warner Bros. Interactive Entertainment;0.33;
2012;Electronic Arts;0.33;
2012;Ubisoft Annecy;0.33;
2012;Sega;0.33;
2012;Namco Bandai Games;0.32;
2012;Konami Digital Entertainment;0.32;
2012;Konami Digital Entertainment;0.32;
2012;Codemasters;0.32;
2012;Atlus;0.32;
2012;Take-Two Interactive;0.32;
2012;Namco Bandai Games;0.31;
2012;Konami Digital Entertainment;0.31;
2012;Electronic Arts;0.3;
2012;Namco Bandai Games;0.3;
2012;Electronic Arts;0.3;
2012;Tecmo Koei;0.3;
2012;Sony Computer Entertainment;0.29;
2012;Sony Computer Entertainment;0.29;
2012;Electronic Arts;0.29;
2012;Nintendo;0.29;
2012;Sony Computer Entertainment;0.29;
2012;Activision;0.29;
2012;Microsoft Game Studios;0.29;
2012;Sega;0.29;
2012;Sony Computer Entertainment;0.28;
2012;Warner Bros. Interactive Entertainment;0.28;
2012;Electronic Arts;0.28;
2012;Activision;0.28;
2012;Nintendo;0.28;
2012;Nippon Columbia;0.28;
2012;Codemasters;0.27;
2012;Sega;0.27;
2012;Nintendo;0.27;
2012;Electronic Arts;0.27;
2012;Konami Digital Entertainment;0.27;
2012;Activision;0.26;
2012;Activision;0.26;
2012;Tecmo Koei;0.26;
2012;Sony Computer Entertainment;0.26;
2012;Focus Home Interactive;0.25;
2012;Activision;0.25;
2012;Tecmo Koei;0.25;
2012;Capcom;0.25;
2012;Square Enix;0.24;
2012;Nihon Falcom Corporation;0.24;
2012;Nordic Games;0.24;
2012;Focus Home Interactive;0.24;
2012;Focus Home Interactive;0.24;
2012;Konami Digital Entertainment;0.24;
2012;Tecmo Koei;0.23;
2012;Sega;0.23;
2012;Codemasters;0.23;
2012;Take-Two Interactive;0.23;
2012;Electronic Arts;0.23;
2012;Disney Interactive Studios;0.23;
2012;Sony Computer Entertainment;0.23;
2012;Namco Bandai Games;0.23;
2012;Electronic Arts;0.23;
2012;Nintendo;0.23;
2012;Ubisoft;0.23;
2012;Deep Silver;0.22;
2012;Deep Silver;0.22;
2012;Warner Bros. Interactive Entertainment;0.22;
2012;Namco Bandai Games;0.22;
2012;Namco Bandai Games;0.21;
2012;Konami Digital Entertainment;0.21;
2012;Activision;0.21;
2012;Sony Computer Entertainment Europe;0.21;
2012;Nintendo;0.21;
2012;Activision;0.21;
2012;Nintendo;0.21;
2012;Konami Digital Entertainment;0.21;
2012;Sega;0.2;
2012;Ubisoft;0.2;
2012;Sega;0.2;
2012;Konami Digital Entertainment;0.2;
2012;Konami Digital Entertainment;0.2;
2012;Sega;0.2;
2012;Agatsuma Entertainment;0.2;
2012;Nintendo;0.2;
2012;Activision;0.2;
2012;Konami Digital Entertainment;0.2;
2012;Ubisoft;0.2;
2012;Sega;0.2;
2012;Activision;0.2;
2012;Namco Bandai Games;0.2;
2012;Take-Two Interactive;0.19;
2012;Spike;0.19;
2012;Konami Digital Entertainment;0.19;
2012;Konami Digital Entertainment;0.19;
2012;Sony Computer Entertainment;0.19;
2012;Capcom;0.19;
2012;Sega;0.19;
2012;Konami Digital Entertainment;0.19;
2012;Level 5;0.19;
2012;Namco Bandai Games;0.18;
2012;Nintendo;0.18;
2012;Sega;0.18;
2012;Electronic Arts;0.18;
2012;505 Games;0.18;
2012;Warner Bros. Interactive Entertainment;0.18;
2012;Activision;0.18;
2012;Electronic Arts;0.18;
2012;Konami Digital Entertainment;0.18;
2012;Codemasters;0.18;
2012;Sega;0.17;
2012;Namco Bandai Games;0.17;
2012;Funcom;0.17;
2012;Ubisoft;0.17;
2012;GameMill Entertainment;0.17;
2012;Nippon Ichi Software;0.17;
2012;Namco Bandai Games;0.17;
2012;Activision;0.16;
2012;Compile Heart;0.16;
2012;Ubisoft;0.16;
2012;Electronic Arts;0.16;
2012;Nintendo;0.16;
2012;Namco Bandai Games;0.16;
2012;Nippon Ichi Software;0.15;
2012;Namco Bandai Games;0.15;
2012;Konami Digital Entertainment;0.15;
2012;Nordic Games;0.15;
2012;THQ;0.15;
2012;Activision;0.15;
2012;Konami Digital Entertainment;0.15;
2012;Activision;0.15;
2012;Take-Two Interactive;0.15;
2012;Daedalic;0.15;
2012;Ubisoft;0.15;
2012;THQ;0.15;
2012;Codemasters;0.15;
2012;EA Games;0.14;
2012;Marvelous Entertainment;0.14;
2012;Capcom;0.14;
2012;Deep Silver;0.14;
2012;Ubisoft;0.14;
2012;Take-Two Interactive;0.14;
2012;Ubisoft Annecy;0.14;
2012;Warner Bros. Interactive Entertainment;0.14;
2012;Excalibur Publishing;0.14;
2012;Nihon Falcom Corporation;0.14;
2012;Rocket Company;0.13;
2012;Konami Digital Entertainment;0.13;
2012;SCS Software;0.13;
2012;Namco Bandai Games;0.13;
2012;Take-Two Interactive;0.13;
2012;Activision;0.13;
2012;Atlus;0.13;
2012;Sega;0.13;
2012;Warner Bros. Interactive Entertainment;0.13;
2012;Capcom;0.13;
2012;Activision;0.13;
2012;Ubisoft;0.13;
2012;Namco Bandai Games;0.12;
2012;Konami Digital Entertainment;0.12;
2012;Square Enix ;0.12;
2012;Namco Bandai Games;0.12;
2012;Activision;0.12;
2012;Namco Bandai Games;0.12;
2012;Namco Bandai Games;0.12;
2012;Ubisoft;0.12;
2012;Sony Computer Entertainment;0.12;
2012;Sega;0.11;
2012;Square Enix;0.11;
2012;Nintendo;0.11;
2012;Activision;0.11;
2012;Ubisoft;0.11;
2012;Namco Bandai Games;0.11;
2012;Unknown;0.11;
2012;Namco Bandai Games;0.11;
2012;Ubisoft Annecy;0.11;
2012;Namco Bandai Games;0.11;
2012;Aqua Plus;0.11;
2012;Namco Bandai Games;0.11;
2012;Spike;0.1;
2012;Nintendo;0.1;
2012;Namco Bandai Games;0.1;
2012;Konami Digital Entertainment;0.1;
2012;Ubisoft Annecy;0.1;
2012;Activision;0.1;
2012;Level 5;0.1;
2012;Namco Bandai Games;0.1;
2012;Namco Bandai Games;0.1;
2012;Take-Two Interactive;0.1;
2012;Konami Digital Entertainment;0.1;
2012;Konami Digital Entertainment;0.1;
2012;Gust;0.1;
2012;Image Epoch;0.1;
2012;Konami Digital Entertainment;0.1;
2012;Nintendo;0.09;
2012;Namco Bandai Games;0.09;
2012;Kadokawa Shoten;0.09;
2012;Broccoli;0.09;
2012;Capcom;0.09;
2012;Acquire;0.09;
2012;Gust;0.09;
2012;Tecmo Koei;0.09;
2012;Konami Digital Entertainment;0.09;
2012;Namco Bandai Games;0.09;
2012;505 Games;0.09;
2012;Activision;0.08;
2012;Konami Digital Entertainment;0.08;
2012;Namco Bandai Games;0.08;
2012;Tecmo Koei;0.08;
2012;Acquire;0.08;
2012;FuRyu;0.08;
2012;Focus Home Interactive;0.08;
2012;Namco Bandai Games;0.08;
2012;Take-Two Interactive;0.08;
2012;Electronic Arts;0.08;
2012;Ubisoft;0.08;
2012;Spike;0.08;
2012;Alchemist;0.08;
2012;Namco Bandai Games;0.07;
2012;Namco Bandai Games;0.07;
2012;Mad Catz;0.07;
2012;Konami Digital Entertainment;0.07;
2012;Ackkstudios;0.07;
2012;Capcom;0.07;
2012;Kalypso Media;0.07;
2012;Namco Bandai Games;0.07;
2012;Namco Bandai Games;0.07;
2012;Namco Bandai Games;0.07;
2012;Falcom Corporation;0.07;
2012;Namco Bandai Games;0.07;
2012;Unknown;0.07;
2012;Focus Home Interactive;0.07;
2012;Namco Bandai Games;0.07;
2012;Ubisoft;0.07;
2012;Namco Bandai Games;0.07;
2012;Kalypso Media;0.07;
2012;Namco Bandai Games;0.07;
2012;Nordic Games;0.07;
2012;505 Games;0.06;
2012;Ackkstudios;0.06;
2012;Tecmo Koei;0.06;
2012;Avanquest;0.06;
2012;D3Publisher;0.06;
2012;Sega;0.06;
2012;Namco Bandai Games;0.06;
2012;Take-Two Interactive;0.06;
2012;Namco Bandai Games;0.06;
2012;Sony Computer Entertainment;0.06;
2012;Namco Bandai Games;0.06;
2012;Namco Bandai Games;0.06;
2012;Namco Bandai Games;0.06;
2012;Namco Bandai Games;0.06;
2012;505 Games;0.06;
2012;Konami Digital Entertainment;0.06;
2012;Idea Factory;0.06;
2012;Level 5;0.06;
2012;Kadokawa Shoten;0.06;
2012;DTP Entertainment;0.05;
2012;Namco Bandai Games;0.05;
2012;Namco Bandai Games;0.05;
2012;Atlus;0.05;
2012;Kadokawa Shoten;0.05;
2012;Namco Bandai Games;0.05;
2012;Rising Star Games;0.05;
2012;Namco Bandai Games;0.05;
2012;505 Games;0.05;
2012;Level 5;0.05;
2012;Genki;0.05;
2012;Idea Factory;0.05;
2012;Capcom;0.05;
2012;Atari;0.05;
2012;Level 5;0.05;
2012;Idea Factory;0.05;
2012;Idea Factory;0.05;
2012;Aqua Plus;0.04;
2012;Compile Heart;0.04;
2012;D3Publisher;0.04;
2012;Level 5;0.04;
2012;Microsoft Game Studios;0.04;
2012;Capcom;0.04;
2012;Namco Bandai Games;0.04;
2012;Take-Two Interactive;0.04;
2012;Ubisoft;0.04;
2012;Cloud Imperium Games Corporation;0.04;
2012;Spike;0.04;
2012;Unknown;0.04;
2012;Konami Digital Entertainment;0.04;
2012;Take-Two Interactive;0.04;
2012;Idea Factory;0.04;
2012;Cloud Imperium Games Corporation;0.04;
2012;Ackkstudios;0.04;
2012;D3Publisher;0.04;
2012;Ackkstudios;0.04;
2012;Falcom Corporation;0.04;
2012;Unknown;0.04;
2012;Capcom;0.04;
2012;Atlus;0.04;
2012;Namco Bandai Games;0.04;
2012;Namco Bandai Games;0.04;
2012;Namco Bandai Games;0.04;
2012;Namco Bandai Games;0.04;
2012;Idea Factory;0.04;
2012;Nippon Ichi Software;0.04;
2012;Capcom;0.04;
2012;Prototype;0.04;
2012;Namco Bandai Games;0.04;
2012;Namco Bandai Games;0.03;
2012;Namco Bandai Games;0.03;
2012;Maximum Family Games;0.03;
2012;Fields;0.03;
2012;Nippon Ichi Software;0.03;
2012;Sega;0.03;
2012;Nintendo;0.03;
2012;Konami Digital Entertainment;0.03;
2012;Namco Bandai Games;0.03;
2012;Namco Bandai Games;0.03;
2012;GameMill Entertainment;0.03;
2012;Unknown;0.03;
2012;D3Publisher;0.03;
2012;Namco Bandai Games;0.03;
2012;Avanquest Software;0.03;
2012;505 Games;0.03;
2012;Rising Star Games;0.03;
2012;Idea Factory;0.03;
2012;Ubisoft;0.03;
2012;ChunSoft;0.03;
2012;Namco Bandai Games;0.03;
2012;Bethesda Softworks;0.03;
2012;Quinrose;0.03;
2012;Take-Two Interactive;0.03;
2012;BushiRoad;0.03;
2012;D3Publisher;0.03;
2012;Ackkstudios;0.03;
2012;Namco Bandai Games;0.03;
2012;Daedalic Entertainment;0.03;
2012;Namco Bandai Games;0.03;
2012;Namco Bandai Games;0.03;
2012;Avanquest Software;0.03;
2012;Idea Factory;0.03;
2012;Compile Heart;0.03;
2012;Nippon Ichi Software;0.03;
2012;Prototype;0.03;
2012;Unknown;0.03;
2012;City Interactive;0.03;
2012;Idea Factory;0.03;
2012;Licensed 4U;0.03;
2012;Reef Entertainment;0.03;
2012;ChunSoft;0.03;
2012;Licensed 4U;0.02;
2012;Namco Bandai Games;0.02;
2012;Reef Entertainment;0.02;
2012;5p;0.02;
2012;Capcom;0.02;
2012;Funbox Media;0.02;
2012;Kadokawa Shoten;0.02;
2012;Kalypso Media;0.02;
2012;Idea Factory;0.02;
2012;Reef Entertainment;0.02;
2012;Easy Interactive;0.02;
2012;Capcom;0.02;
2012;Codemasters;0.02;
2012;Deep Silver;0.02;
2012;Idea Factory;0.02;
2012;Idea Factory;0.02;
2012;FuRyu;0.02;
2012;Views;0.02;
2012;Namco Bandai Games;0.02;
2012;Minato Station;0.02;
2012;Arc System Works;0.02;
2012;Licensed 4U;0.02;
2012;Alchemist;0.02;
2012;Namco Bandai Games;0.02;
2012;Namco Bandai Games;0.02;
2012;Iceberg Interactive;0.02;
2012;FuRyu;0.02;
2012;Sega;0.02;
2012;Starfish;0.02;
2012;Comfort;0.02;
2012;Namco Bandai Games;0.02;
2012;Paradox Interactive;0.02;
2012;Namco Bandai Games;0.02;
2012;Focus Multimedia;0.02;
2012;Cave;0.02;
2012;Idea Factory;0.02;
2012;Focus Home Interactive;0.02;
2012;Ubisoft;0.02;
2012;IE Institute;0.02;
2012;Namco Bandai Games;0.02;
2012;Kadokawa Games;0.02;
2012;Irem Software Engineering;0.02;
2012;Idea Factory;0.02;
2012;CyberFront;0.02;
2012;GameMill Entertainment;0.02;
2012;Idea Factory;0.02;
2012;Disney Interactive Studios;0.02;
2012;Idea Factory;0.02;
2012;D3Publisher;0.02;
2012;Giza10;0.02;
2012;Disney Interactive Studios;0.02;
2012;Tecmo Koei;0.02;
2012;Alchemist;0.02;
2012;D3Publisher;0.02;
2012;D3Publisher;0.02;
2012;D3Publisher;0.02;
2012;Arc System Works;0.01;
2012;Ackkstudios;0.01;
2012;Quinrose;0.01;
2012;Avanquest Software;0.01;
2012;Interworks Unlimited, Inc.;0.01;
2012;Idea Factory;0.01;
2012;Electronic Arts;0.01;
2012;Alchemist;0.01;
2012;Idea Factory;0.01;
2012;Mastertronic;0.01;
2012;FuRyu;0.01;
2012;Focus Multimedia;0.01;
2012;Ubisoft;0.01;
2012;Easy Interactive;0.01;
2012;Reef Entertainment;0.01;
2012;GungHo;0.01;
2012;Yeti;0.01;
2012;NetRevo;0.01;
2012;Idea Factory;0.01;
2012;Ascaron Entertainment;0.01;
2012;Namco Bandai Games;0.01;
2012;Quinrose;0.01;
2012;Namco Bandai Games;0.01;
2012;Activision;0.01;
2012;5p;0.01;
2012;5p;0.01;
2012;Activision;0.01;
2012;Broccoli;0.01;
2012;Asgard;0.01;
2012;Namco Bandai Games;0.01;
2012;UFO Interactive;0.01;
2012;CyberFront;0.01;
2012;5p;0.01;
2012;Level 5;0.01;
2012;Quinrose;0.01;
2012;Trion Worlds;0.01;
2012;CyberFront;0.01;
2012;Kadokawa Games;0.01;
2012;Idea Factory;0.01;
2012;5p;0.01;
2012;Unknown;0.01;
2012;Aqua Plus;0.01;
2012;SystemSoft Alpha;0.01;
2012;Arc System Works;0.01;
2012;Kalypso Media;0.01;
2012;Nordic Games;0.01;
2012;Take-Two Interactive;0.01;
2012;Idea Factory;0.01;
2012;Alchemist;0.01;
2012;GameMill Entertainment;0.01;
2012;Gakken Kyouiku Shuppan;0.01;
2012;Lace Mamba Global;0.01;
2012;Warner Bros. Interactive Entertainment;0.01;
2012;Nordic Games;0.01;
2012;Virgin Interactive;0.01;
2012;Quinrose;0.01;
2012;Square Enix ;0.01;
2012;G.Rev;0.01;
2012;D3Publisher;0.01;
2012;Konami Digital Entertainment;0.01;
2012;SystemSoft;0.01;
2012;Sega;0.01;
2012;505 Games;0.01;
2012;Avanquest Software;0.01;
2013;Take-Two Interactive;21.12;
2013;Take-Two Interactive;16.3;
2013;Nintendo;14.92;
2013;Activision;10.28;
2013;Activision;9.37;
2013;Microsoft Game Studios;9.3;
2013;Electronic Arts;6.48;
2013;Sony Computer Entertainment Europe;5.89;
2013;Nintendo;5.39;
2013;Nintendo;4.62;
2013;Nintendo;4.47;
2013;Electronic Arts;4.22;
2013;Activision;3.83;
2013;Ubisoft;3.72;
2013;Electronic Arts;3.61;
2013;Ubisoft;3.59;
2013;Electronic Arts;3.5;
2013;Electronic Arts;3.49;
2013;Capcom;3.44;
2013;Ubisoft;3.31;
2013;Sony Computer Entertainment;3.28;
2013;Nintendo;3.13;
2013;Electronic Arts;3.02;
2013;Activision;2.93;
2013;Ubisoft;2.85;
2013;Sony Computer Entertainment;2.69;
2013;Take-Two Interactive;2.52;
2013;Square Enix;2.42;
2013;Warner Bros. Interactive Entertainment;2.3;
2013;Electronic Arts;2.26;
2013;Nintendo;2.26;
2013;Microsoft Game Studios;2.25;
2013;Warner Bros. Interactive Entertainment;2.25;
2013;Sony Computer Entertainment;2.25;
2013;Ubisoft;2.24;
2013;Nintendo;2.24;
2013;Activision;2.17;
2013;Take-Two Interactive;2.11;
2013;Nintendo;2.1;
2013;Nintendo;2.05;
2013;Electronic Arts;2.03;
2013;Electronic Arts;1.98;
2013;Take-Two Interactive;1.93;
2013;Activision;1.91;
2013;Nintendo;1.91;
2013;Square Enix;1.89;
2013;Warner Bros. Interactive Entertainment;1.88;
2013;Electronic Arts;1.87;
2013;Warner Bros. Interactive Entertainment;1.87;
2013;Nintendo;1.87;
2013;Nintendo;1.77;
2013;Square Enix;1.75;
2013;Sony Computer Entertainment Europe;1.74;
2013;Take-Two Interactive;1.7;
2013;Activision;1.68;
2013;Deep Silver;1.66;
2013;Sony Computer Entertainment;1.63;
2013;Warner Bros. Interactive Entertainment;1.62;
2013;Disney Interactive Studios;1.6;
2013;Microsoft Game Studios;1.57;
2013;Microsoft Game Studios;1.57;
2013;Nintendo;1.53;
2013;GungHo;1.51;
2013;Square Enix;1.51;
2013;Disney Interactive Studios;1.47;
2013;Take-Two Interactive;1.45;
2013;Konami Digital Entertainment;1.42;
2013;Electronic Arts;1.42;
2013;Activision;1.41;
2013;Microsoft Game Studios;1.39;
2013;Warner Bros. Interactive Entertainment;1.38;
2013;Electronic Arts;1.36;
2013;Activision;1.33;
2013;Square Enix;1.27;
2013;Electronic Arts;1.27;
2013;Deep Silver;1.26;
2013;Warner Bros. Interactive Entertainment;1.19;
2013;Electronic Arts;1.16;
2013;Take-Two Interactive;1.14;
2013;Nintendo;1.13;
2013;Nintendo;1.13;
2013;Take-Two Interactive;1.11;
2013;Square Enix;1.09;
2013;Electronic Arts;1.09;
2013;Warner Bros. Interactive Entertainment;1.08;
2013;Square Enix;1.07;
2013;Activision;1.02;
2013;Ubisoft;1;
2013;Ubisoft;0.99;
2013;Disney Interactive Studios;0.99;
2013;Ubisoft;0.98;
2013;Electronic Arts;0.98;
2013;Electronic Arts;0.97;
2013;Konami Digital Entertainment;0.95;
2013;Ubisoft;0.94;
2013;Ubisoft;0.94;
2013;Namco Bandai Games;0.93;
2013;Nintendo;0.93;
2013;Warner Bros. Interactive Entertainment;0.92;
2013;Take-Two Interactive;0.91;
2013;Warner Bros. Interactive Entertainment;0.91;
2013;Electronic Arts;0.91;
2013;Electronic Arts;0.9;
2013;Electronic Arts;0.87;
2013;Nintendo;0.85;
2013;Electronic Arts;0.84;
2013;Electronic Arts;0.82;
2013;Sony Computer Entertainment Europe;0.82;
2013;Square Enix;0.81;
2013;Electronic Arts;0.79;
2013;Capcom;0.79;
2013;Deep Silver;0.78;
2013;Nintendo;0.78;
2013;Sega;0.77;
2013;Nintendo;0.75;
2013;Warner Bros. Interactive Entertainment;0.74;
2013;Sony Computer Entertainment;0.74;
2013;Capcom;0.74;
2013;Sega;0.72;
2013;Activision;0.71;
2013;Electronic Arts;0.69;
2013;505 Games;0.68;
2013;Ubisoft;0.67;
2013;Take-Two Interactive;0.66;
2013;Ubisoft;0.66;
2013;Namco Bandai Games;0.66;
2013;Sony Computer Entertainment;0.65;
2013;Ubisoft;0.65;
2013;Sega;0.64;
2013;Activision;0.63;
2013;Disney Interactive Studios;0.63;
2013;Electronic Arts;0.63;
2013;Disney Interactive Studios;0.62;
2013;Sony Computer Entertainment Europe;0.61;
2013;Sega;0.6;
2013;Deep Silver;0.6;
2013;Tecmo Koei;0.6;
2013;Ubisoft;0.6;
2013;Activision;0.59;
2013;Atlus;0.58;
2013;Namco Bandai Games;0.58;
2013;Ubisoft;0.58;
2013;505 Games;0.57;
2013;Trion Worlds;0.57;
2013;Sony Computer Entertainment Europe;0.54;
2013;Codemasters;0.54;
2013;Electronic Arts;0.54;
2013;Nippon Ichi Software;0.54;
2013;Electronic Arts;0.54;
2013;Disney Interactive Studios;0.53;
2013;Namco Bandai Games;0.52;
2013;Warner Bros. Interactive Entertainment;0.52;
2013;Namco Bandai Games;0.51;
2013;Sony Computer Entertainment;0.51;
2013;Activision;0.51;
2013;Sega;0.49;
2013;Konami Digital Entertainment;0.48;
2013;Take-Two Interactive;0.48;
2013;Ubisoft;0.46;
2013;Namco Bandai Games;0.45;
2013;Activision;0.45;
2013;Rising Star Games;0.44;
2013;Ubisoft;0.44;
2013;Capcom;0.44;
2013;505 Games;0.44;
2013;Activision;0.44;
2013;505 Games;0.42;
2013;Warner Bros. Interactive Entertainment;0.42;
2013;Ubisoft;0.42;
2013;Deep Silver;0.42;
2013;Screenlife;0.42;
2013;Electronic Arts;0.41;
2013;Square Enix;0.41;
2013;Konami Digital Entertainment;0.4;
2013;Nintendo;0.4;
2013;Electronic Arts;0.4;
2013;Activision;0.4;
2013;Sega;0.39;
2013;Namco Bandai Games;0.39;
2013;Focus Home Interactive;0.38;
2013;Electronic Arts;0.38;
2013;Capcom;0.38;
2013;Microsoft Game Studios;0.38;
2013;Namco Bandai Games;0.38;
2013;Warner Bros. Interactive Entertainment;0.38;
2013;Ubisoft;0.38;
2013;Codemasters;0.38;
2013;Electronic Arts;0.37;
2013;Nippon Ichi Software;0.36;
2013;D3Publisher;0.35;
