Name	Platform	Year_of_Release	Genre	Publisher	NA_Sales	EU_Sales	JP_Sales	Other_Sales	Global_Sales
Fighter Destiny 2	N64	1999	Fighting	Imagineer	0.04	0.01	0	0	0.05
Jojos Bizarre Adventure	PS	1999	Fighting	Virgin Interactive	0.01	0.01	0	0	0.02
K-1 Grand Prix	PS	1999	Fighting	Jaleco	0.01	0.01	0	0	0.01
Samurai Shodown: Warrios Rage	PS	1999	Fighting	SNK	0.01	0	0	0	0.01
Pokemon Pinball	G	1999	Misc	Nintendo	3.02	1.12	1.01	0.16	5.31
Mario Party 2	N64	1999	Misc	Nintendo	1.28	0.14	1.08	0.01	2.5
Who wants to be a millionaire	PC	1999	Misc	Disney Interactive Studios	1.94	0	0	0	1.94
Jampack Winter 99	PS	1999	Misc	Sony Computer Entertainment	0.94	0.64	0	0.11	1.69
Namco Museum 64	N64	1999	Misc	Namco Bandai Games	1.24	0.17	0.03	0.01	1.45
Game & Watch Gallery 3	G	1999	Misc	Nintendo	0.79	0.31	0.08	0.04	1.22
Doko Demo Issyo	PS	1999	Misc	Sony Computer Entertainment	0	0	1	0.07	1.07
Jampack Summer 99	PS	1999	Misc	Sony Computer Entertainment	0.54	0.36	0	0.06	0.96
Pachi-Slot Aruze Oukoku 2	PS	1999	Misc	Aruze Corp	0	0	0.5	0.04	0.54
Rugrats: Scavenger Hunt	N64	1999	Misc	THQ	0.41	0.09	0	0.01	0.51
Momotarou Dentetsu V	PS	1999	Misc	Hudson Entertainment	0	0	0.44	0.03	0.47
MTV Music Generator	PS	1999	Misc	Codemasters	0.26	0.18	0	0.03	0.47
You Dont Know Jack	PS	1999	Misc	Vivendi Games	0.22	0.15	0	0.03	0.4
A Collection of Classic Games from the Intellivision	PS	1999	Misc	Activision	0.17	0.12	0	0.02	0.31
Bust A Groove 2	PS	1999	Misc	Enix Corporation	0.04	0.03	0.18	0.02	0.26
Scrabble	PS	1999	Misc	Ubisoft	0.14	0.1	0	0.02	0.25
South Park: Chefs Luv Shack	N64	1999	Misc	Acclaim Entertainment	0.19	0.05	0	0	0.24
Monopoly	N64	1999	Misc	Hasbro Interactive	0.17	0.04	0	0	0.21
Sesame Street: Elmos Number Journey	N64	1999	Misc	NewKidCo	0.15	0.04	0	0	0.19
Sesame Street: Elmos Letter Adventure	N64	1999	Misc	NewKidCo	0.14	0.04	0	0	0.18
California Speed	N64	1999	Misc	Midway Games	0.13	0.03	0	0	0.16
Disney's Story Studio: Disney's Mulan	PS	1999	Misc	Sony Computer Entertainment	0.09	0.06	0	0.01	0.15
Arcade Party Pak	PS	1999	Misc	Midway Games	0.06	0.04	0	0.01	0.11
Konami Arcade Classics	PS	1999	Misc	Konami Digital Entertainment	0.02	0.01	0	0	0.04
Board Game: Top Shop	PS	1999	Misc	Success	0.01	0.01	0	0	0.02
Donkey Kong 64	N64	1999	Platform	Nintendo	3.33	0.79	1.09	0.06	5.27
Super Mario Bros.	G	1999	Platform	Nintendo	3.4	1.3	0.15	0.22	5.07
Spyro 2: Riptos Rage!	PS	1999	Platform	Sony Computer Entertainment	2.14	1.21	0.01	0.17	3.52
Ape Escape	PS	1999	Platform	Sony Computer Entertainment	0.71	0.48	0.32	0.11	1.63
Toy Story 2: Buzz Lightyear to the Rescue!	N64	1999	Platform	Activision	0.71	0.2	0	0.01	0.93
Croc 2	PS	1999	Platform	Fox Interactive	0.41	0.28	0	0.05	0.73
Castlevania	N64	1999	Platform	Konami Digital Entertainment	0.44	0.1	0.04	0.05	0.64
Rayman 2: The Great Escape	N64	1999	Platform	Ubisoft	0.4	0.22	0	0.02	0.64
Gex 3: Deep Cover Gecko	PS	1999	Platform	Eidos Interactive	0.3	0.2	0	0.03	0.53
Bugs Bunny: Lost in Time	PS	1999	Platform	Infogrames	0.22	0.15	0	0.03	0.4
40 Winks	PS	1999	Platform	GT Interactive	0.17	0.12	0	0.02	0.31
Tomba! 2: The Evil Swine Return	PS	1999	Platform	Sony Computer Entertainment	0.16	0.11	0	0.02	0.29
Gex 3: Deep Cover Gecko	N64	1999	Platform	Crave Entertainment	0.17	0.04	0	0	0.21
Glover	PS	1999	Platform	Atari	0.09	0.06	0	0.01	0.17
Castlevania: Legacy of Darkness	N64	1999	Platform	Konami Digital Entertainment	0.06	0.02	0.05	0	0.13
Rocket: Robot on Wheels	N64	1999	Platform	Ubisoft	0.1	0.02	0	0	0.12
Earthworm Jim 3D	N64	1999	Platform	Interplay	0.1	0.02	0	0	0.12
Tonic Trouble	N64	1999	Platform	Ubisoft	0.09	0.02	0	0	0.11
Q*bert	PS	1999	Puzzle	Atari	0.46	0.32	0	0.05	0.84
The New Tetris	N64	1999	Puzzle	Nintendo	0.22	0.05	0.02	0	0.29
Breakout	PS	1999	Puzzle	Hasbro Interactive	0.06	0.04	0	0.01	0.11
Rat Attack!	PS	1999	Puzzle	Mindscape	0.03	0.02	0	0	0.04
Ballistic	PS	1999	Puzzle	Atari	0.02	0.01	0	0	0.04
Mr. Driller	PS	1999	Puzzle	Namco Bandai Games	0.02	0.01	0	0	0.04
Lemmings Revolution	PC	1999	Puzzle	Take-Two Interactive	0	0.01	0	0	0.01
Gran Turismo 2	PS	1999	Racing	Sony Computer Entertainment	3.88	3.42	1.69	0.5	9.49
Crash Team Racing	PS	1999	Racing	Sony Computer Entertainment	2.57	1.57	0.44	0.21	4.79
Star Wars Episode I Racer	N64	1999	Racing	Nintendo	2.31	0.62	0.14	0.04	3.12
Need For Speed: High Stakes	PS	1999	Racing	Electronic Arts	1.58	0.64	0	0.09	2.31
NASCAR 2000	PS	1999	Racing	Electronic Arts	0.88	0.6	0	0.1	1.59
Twisted Metal 4	PS	1999	Racing	989 Studios	1.07	0.16	0	0.04	1.28
The Dukes of Hazzard: Racing for Home	PS	1999	Racing	Ubisoft	0.99	0.16	0	0.04	1.19
Hot Wheels Turbo Racing	PS	1999	Racing	Electronic Arts	0.59	0.4	0	0.07	1.07
SnoCross Championship Racing	PS	1999	Racing	Ubisoft	0.52	0.35	0	0.06	0.93
Need for Speed: Porsche Unleashed	PS	1999	Racing	Electronic Arts	0.43	0.29	0	0.05	0.77
Jet Moto 3	PS	1999	Racing	Sony Computer Entertainment	0.41	0.28	0	0.05	0.74
Test Drive 6	PS	1999	Racing	Atari	0.4	0.27	0	0.05	0.72
LEGO Racers	N64	1999	Racing	LEGO Media	0.51	0.18	0	0.01	0.71
Beetle Adventure Racing!	N64	1999	Racing	Electronic Arts	0.4	0.2	0	0.02	0.62
NASCAR 2000	N64	1999	Racing	Electronic Arts	0.49	0.03	0	0	0.53
Vigilante 8: 2nd Offense	PS	1999	Racing	Activision	0.27	0.18	0	0.03	0.48
Hydro Thunder	PS	1999	Racing	Midway Games	0.26	0.17	0	0.03	0.46
Chocobo Racing	PS	1999	Racing	SquareSoft	0.07	0.05	0.3	0.03	0.44
Sega Rally Championship 2	DC	1999	Racing	Sega	0	0	0.41	0	0.41
RR64: Ridge Racer 64	N64	1999	Racing	Nintendo	0.32	0.07	0	0	0.4
Road Rash: Jailbreak	PS	1999	Racing	Electronic Arts	0.22	0.15	0	0.03	0.4
LEGO Racers	PS	1999	Racing	LEGO Media	0.2	0.14	0	0.02	0.36
WipEout 3	PS	1999	Racing	Psygnosis	0.19	0.13	0	0.02	0.34
Hot Wheels Turbo Racing	N64	1999	Racing	Electronic Arts	0.25	0.06	0	0	0.31
Monster Truck Madness 64	N64	1999	Racing	Take-Two Interactive	0.24	0.06	0	0	0.3
Jeremy McGrath Supercross 2000	N64	1999	Racing	Acclaim Entertainment	0.23	0.06	0	0	0.29
Supercross 2000	N64	1999	Racing	Electronic Arts	0.23	0.06	0	0	0.29
Superbike 2000	PS	1999	Racing	Electronic Arts	0.15	0.1	0	0.02	0.27
Road Rash 64	N64	1999	Racing	THQ	0.19	0.05	0	0	0.24
Sports Car GT	PS	1999	Racing	Electronic Arts	0.12	0.08	0	0.01	0.22
Rollcage	PS	1999	Racing	Psygnosis	0.12	0.08	0	0.01	0.21
Roadsters 99	N64	1999	Racing	Titus	0.06	0.13	0	0.01	0.2
Re-Volt	N64	1999	Racing	Acclaim Entertainment	0.14	0.04	0	0	0.18
Tokyo Xtreme Racer	DC	1999	Racing	Genki	0	0	0.17	0	0.17
World Driver Championship	N64	1999	Racing	Midway Games	0.14	0.03	0	0	0.17
Destruction Derby 64	N64	1999	Racing	THQ	0.13	0.03	0	0	0.16
Racing Lagoon	PS	1999	Racing	Square	0	0	0.15	0.01	0.16
Muppet RaceMania	PS	1999	Racing	Sony Computer Entertainment	0.09	0.06	0	0.01	0.15
Micro Machines 64 Turbo	N64	1999	Racing	Codemasters	0.11	0.03	0	0	0.14
Top Gear Rally 2	N64	1999	Racing	Kemco	0.09	0.02	0	0	0.11
Tyco RC: Assault with a Battery	PS	1999	Racing	Syscom	0.06	0.04	0	0.01	0.11
Woody Woodpecker Racing	PS	1999	Racing	Konami Digital Entertainment	0.06	0.04	0	0.01	0.11
Top Gear Hyper-Bike	N64	1999	Racing	Kemco	0.05	0.01	0	0	0.06
Killer Loop	PS	1999	Racing	Crave Entertainment	0.03	0.02	0	0	0.06
Test Drive Le Mans	PS	1999	Racing	Infogrames	0.03	0.02	0	0	0.05
Choro Q 64 2: Hacha Mecha Grand Prix Race	N64	1999	Racing	Takara	0	0	0.05	0	0.05
Rally Challenge 2000	N64	1999	Racing	Imagineer	0.03	0.01	0	0	0.04
Monaco Grand Prix	N64	1999	Racing	Ubisoft	0.03	0.01	0	0	0.04
Renegade Racers	PS	1999	Racing	Interplay	0.01	0.01	0	0	0.03
Pokemon Gold/Pokemon Silver	G	1999	Role-Playing	Nintendo	9	6.18	7.2	0.71	23.1
Final Fantasy VIII	PS	1999	Role-Playing	SquareSoft	2.28	1.72	3.63	0.23	7.86
Yu-Gi-Oh! Forbidden Memories	PS	1999	Role-Playing	Konami Digital Entertainment	1.37	0.44	0	0.08	1.88
The Legend of Dragoon	PS	1999	Role-Playing	Sony Computer Entertainment	0.94	0.44	0.39	0.1	1.86
Chrono Cross	PS	1999	Role-Playing	SquareSoft	0.62	0.42	0.69	0.12	1.86
Digimon World	PS	1999	Role-Playing	Namco Bandai Games	0.56	0.38	0.28	0.08	1.3
Legend of Mana	PS	1999	Role-Playing	SquareSoft	0.18	0.13	0.73	0.07	1.11
SaGa Frontier 2	PS	1999	Role-Playing	SquareSoft	0.1	0.07	0.71	0.06	0.94
Valkyrie Profile	PS	1999	Role-Playing	Enix Corporation	0.07	0.05	0.63	0.05	0.81
Final Fantasy Anthology	PS	1999	Role-Playing	Square EA	0.45	0.3	0	0.05	0.8
Dragon Warrior I&II	G	1999	Role-Playing	Enix Corporation	0	0	0.77	0	0.77
Wild ARMs 2	PS	1999	Role-Playing	Sony Computer Entertainment	0.19	0.13	0.31	0.04	0.67
World of Dragon Warrior - Torneko: The Last Hope	PS	1999	Role-Playing	Enix Corporation	0.02	0.01	0.58	0.04	0.65
Parasite Eve II	PS	1999	Role-Playing	SquareSoft	0.32	0.22	0	0.04	0.58
Medarot 2: Kabuto / Kuwagata Version	G	1999	Role-Playing	Imagineer	0	0	0.54	0	0.54
Yu-Gi-Oh! Forbidden Memories (JP sales)	PS	1999	Role-Playing	Konami Digital Entertainment	0	0	0.45	0.03	0.48
Final Fantasy Collection	PS	1999	Role-Playing	Square	0	0	0.42	0.03	0.45
Arc the Lad III	PS	1999	Role-Playing	Sony Computer Entertainment	0	0	0.39	0.03	0.42
Ogre Battle 64: Person of Lordly Caliber	N64	1999	Role-Playing	Nintendo	0.1	0.02	0.25	0.04	0.41
Lunar 2: Eternal Blue Complete	PS	1999	Role-Playing	Kadokawa Shoten	0.19	0.13	0	0.02	0.35
Digimon Adventure: Anode Tamer	WS	1999	Role-Playing	Namco Bandai Games	0	0	0.28	0	0.28
Alundra 2: A New Legend Begins	PS	1999	Role-Playing	Activision	0.15	0.1	0	0.02	0.27
Crusaders of Might and Magic	PS	1999	Role-Playing	3DO	0.14	0.1	0	0.02	0.25
Hybrid Heaven	N64	1999	Role-Playing	Konami Digital Entertainment	0.16	0.04	0.05	0	0.25
Grandia	PS	1999	Role-Playing	Ubisoft	0.14	0.09	0	0.02	0.25
Threads of Fate	PS	1999	Role-Playing	SquareSoft	0.12	0.08	0	0.01	0.21
Chocobo no Fushigi Dungeon for WonderSwan	WS	1999	Role-Playing	Namco Bandai Games	0	0	0.18	0	0.18
Shin Megami Tensei: Devil Summoner - Soul Hackers	PS	1999	Role-Playing	Atlus	0	0	0.14	0.01	0.15
Eternal Eyes	PS	1999	Role-Playing	Sunsoft	0.08	0.05	0	0.01	0.14
Koudelka	PS	1999	Role-Playing	Atari	0.05	0.03	0	0.01	0.08
Final Fantasy VI	PS	1999	Role-Playing	Sony Computer Entertainment	0	0	0.08	0.01	0.08
Dragon Valor	PS	1999	Role-Playing	Sony Computer Entertainment	0.04	0.03	0	0	0.07
Deception III: Dark Delusion	PS	1999	Role-Playing	Tecmo Koei	0.02	0.01	0	0	0.04
007: Tomorrow Never Dies	PS	1999	Shooter	Electronic Arts	1.72	1.33	0	0.16	3.21
Syphon Filter	PS	1999	Shooter	Sony Computer Entertainment	2.03	0.72	0.02	0.11	2.88
Tom Clancys Rainbow Six	PS	1999	Shooter	Red Storm Entertainment	0.93	0.63	0	0.08	1.64
Jet Force Gemini	N64	1999	Shooter	Nintendo	0.78	0.28	0.07	0.02	1.16
Tom Clancys Rainbow Six	N64	1999	Shooter	Red Storm Entertainment	0.48	0.15	0	0.01	0.64
Omega Boost	PS	1999	Shooter	Sony Computer Entertainment	0.17	0.11	0.2	0.03	0.52
Missile Command	PS	1999	Shooter	Atari	0.25	0.17	0	0.03	0.45
Turok: Rage Wars	N64	1999	Shooter	Acclaim Entertainment	0.3	0.06	0	0	0.37
Quake II	N64	1999	Shooter	Activision	0.24	0.06	0	0	0.3
Armorines: Project S.W.A.R.M.	N64	1999	Shooter	Acclaim Entertainment	0.21	0.05	0	0	0.26
Duke Nukem: Zero Hour	N64	1999	Shooter	GT Interactive	0.21	0.05	0	0	0.26
WinBack: Covert Operations	N64	1999	Shooter	Virgin Interactive	0.17	0.04	0	0	0.21
Space Invaders	N64	1999	Shooter	Activision	0.13	0.03	0	0	0.16
Asteroids Hyper 64	N64	1999	Shooter	Crave Entertainment	0.13	0.03	0	0	0.16
RayCrisis: Series Termination	PS	1999	Shooter	JVC	0.01	0.01	0	0	0.02
Vanark	PS	1999	Shooter	Jaleco	0.01	0.01	0	0	0.01
Aliens versus Predator	PC	1999	Shooter	Fox Interactive	0	0.01	0	0	0.01
Pokemon Snap	N64	1999	Simulation	Nintendo	2.23	0.68	0.66	0.06	3.63
Dance Dance Revolution (Japan)	PS	1999	Simulation	Konami Digital Entertainment	0	0	1.26	0.09	1.35
Dance Dance Revolution 2nd ReMIX	PS	1999	Simulation	Konami Digital Entertainment	0	0	0.9	0.06	0.96
Ace Combat 3: Electrosphere	PS	1999	Simulation	Sony Computer Entertainment	0.22	0.15	0.4	0.05	0.83
Pro Pinball: Big Race USA	PS	1999	Simulation	Take-Two Interactive	0.37	0.25	0	0.04	0.66
Seaman	DC	1999	Simulation	Sega	0	0	0.52	0	0.52
Harvest Moon 64	N64	1999	Simulation	Pack In Soft	0.25	0.06	0.11	0.06	0.48
Densha De Go! 2	PS	1999	Simulation	Taito	0	0	0.38	0.03	0.41
Tokimeki Memorial 2	PS	1999	Simulation	Konami Digital Entertainment	0	0	0.36	0.03	0.39
BeatMania Append GottaMix	PS	1999	Simulation	Konami Digital Entertainment	0	0	0.31	0.02	0.33
Harvest Moon: Back to Nature	PS	1999	Simulation	Ubisoft	0.11	0.07	0.12	0.02	0.32
Hamster Tarou	G	1999	Simulation	Jorudan	0	0	0.3	0	0.3
BeatMania Append 4thMix: The beat goes on	PS	1999	Simulation	Konami Digital Entertainment	0	0	0.27	0.02	0.29
Armored Core: Master of Arena	PS	1999	Simulation	From Software	0.07	0.05	0.13	0.02	0.26
Guitar Freaks	PS	1999	Simulation	Konami Digital Entertainment	0	0	0.23	0.02	0.24
Harvest Moon 2 GBC	G	1999	Simulation	Ubisoft	0	0	0.12	0	0.12
Densha De Go! 64	N64	1999	Simulation	Taito	0	0	0.05	0.07	0.12
Nuclear Strike 64	N64	1999	Simulation	THQ	0.09	0.02	0	0	0.11
3D Tank Warfare Simulator Panzer Front	PS	1999	Simulation	Avalon Interactive	0.06	0.04	0	0.01	0.1
Iron Soldier 3	PS	1999	Simulation	Telegames	0.01	0.01	0	0	0.02
Tony Hawks Pro Skater	PS	1999	Sports	Activision	3.42	1.38	0.02	0.2	5.02
Hot Shots Golf 2	PS	1999	Sports	Sony Computer Entertainment	0.25	0.12	1.48	0.03	1.88
NFL GameDay 2000	PS	1999	Sports	989 Studios	1	0.68	0	0.12	1.8
Triple Play 2000	PS	1999	Sports	Electronic Arts	0.79	0.54	0	0.09	1.43
NFL 2K	DC	1999	Sports	Sega	1.12	0.05	0	0.02	1.2
Derby Stallion 99	PS	1999	Sports	ASCII Entertainment	0	0	1.06	0.07	1.13
Championship Manager 99/00	PC	1999	Sports	Eidos Interactive	0	0.98	0	0.09	1.07
NCAA Football 2000	PS	1999	Sports	Electronic Arts	0.53	0.36	0	0.06	0.95
MLB 2000	PS	1999	Sports	Sony Computer Entertainment	0.52	0.35	0	0.06	0.94
Jikkyou Powerful Pro Yakyuu 99 Kaimakuban	PS	1999	Sports	Konami Digital Entertainment	0	0	0.76	0.05	0.81
Bass Landing	PS	1999	Sports	ASCII Entertainment	0.21	0.14	0.23	0.04	0.62
Madden NFL 2000	N64	1999	Sports	Electronic Arts	0.58	0.02	0	0	0.61
Ready 2 Rumble Boxing	N64	1999	Sports	Midway Games	0.47	0.11	0	0.01	0.59
NFL Blitz 2000	N64	1999	Sports	Midway Games	0.55	0.02	0	0	0.58
NBA Showtime: NBA on NBC	PS	1999	Sports	Midway Games	0.31	0.21	0	0.04	0.55
International Superstar Soccer 2000 (All region sales)	N64	1999	Sports	Konami Digital Entertainment	0.01	0.26	0.22	0.02	0.51
NFL Xtreme 2	PS	1999	Sports	989 Studios	0.27	0.18	0	0.03	0.48
Razor Freestyle Scooter	PS	1999	Sports	Ubisoft	0.26	0.17	0	0.03	0.46
NBA Live 2000	N64	1999	Sports	Electronic Arts	0.42	0.02	0	0	0.44
Jikkyou Powerful Pro Yakyuu 6	N64	1999	Sports	Konami Digital Entertainment	0	0	0.39	0.03	0.42
NBA ShootOut 2000	PS	1999	Sports	989 Studios	0.22	0.15	0	0.03	0.4
NCAA GameBreaker 2000	PS	1999	Sports	989 Studios	0.22	0.15	0	0.03	0.4
NFL Quarterback Club 2000	N64	1999	Sports	Acclaim Entertainment	0.37	0.03	0	0	0.4
All-Star Baseball 2000	N64	1999	Sports	Acclaim Entertainment	0.36	0.03	0	0	0.39
NCAA Final Four 2000	PS	1999	Sports	989 Sports	0.21	0.14	0	0.02	0.38
Bottom of the 9th	N64	1999	Sports	Konami Digital Entertainment	0.37	0	0	0	0.37
J-League Pro Soccer Club o Tsukurou!	DC	1999	Sports	Sega	0	0	0.36	0	0.36
World Stadium 3	PS	1999	Sports	Namco Bandai Games	0	0	0.31	0.02	0.33
Championship Bass	PS	1999	Sports	Electronic Arts	0.18	0.12	0	0.02	0.32
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!	PS	1999	Sports	Konami Digital Entertainment	0	0	0.3	0.02	0.32
Virtua Striker 2	DC	1999	Sports	Sega	0	0	0.32	0	0.32
Bass Hunter 64	N64	1999	Sports	Take-Two Interactive	0.25	0.06	0	0	0.31
Fishermans Bait 2: Big Ol Bass	PS	1999	Sports	Konami Digital Entertainment	0.16	0.11	0	0.02	0.29
Ken Griffey Jr.s Slugfest	N64	1999	Sports	Nintendo	0.23	0.06	0	0	0.29
Triple Play 2000	N64	1999	Sports	Electronic Arts	0.27	0.01	0	0	0.28
Jikkyou Powerful Pro Yakyuu 99 Ketteiban	PS	1999	Sports	Konami Digital Entertainment	0	0	0.25	0.02	0.26
NHL Rock the Rink	PS	1999	Sports	Electronic Arts	0.14	0.1	0	0.02	0.26
NBA Showtime: NBA on NBC	N64	1999	Sports	Midway Games	0.23	0.02	0	0	0.25
NBA Courtside 2 featuring Kobe Bryant	N64	1999	Sports	Nintendo	0.2	0.05	0	0	0.25
Pro Yakyuu Team o Tsukurou!	DC	1999	Sports	Sega	0	0	0.23	0	0.23
Barbie Super Sports	PS	1999	Sports	Mattel Interactive	0.12	0.08	0	0.01	0.22
Big Air	PS	1999	Sports	Accolade	0.1	0.07	0	0.01	0.19
Gallop Racer	PS	1999	Sports	Tecmo Koei	0	0	0.18	0.01	0.19
International Superstar Soccer 2000 (JP weekly sales)	N64	1999	Sports	Konami Digital Entertainment	0	0	0.18	0	0.18
Power Pro Kun Pocket	G	1999	Sports	Konami Digital Entertainment	0	0	0.17	0	0.17
Winning Post 4	PS	1999	Sports	Tecmo Koei	0	0	0.14	0.01	0.15
Bassmasters 2000	N64	1999	Sports	THQ	0.11	0.03	0	0	0.14
NBA Jam 2000	N64	1999	Sports	Acclaim Entertainment	0.12	0.01	0	0	0.13
Surf Riders	PS	1999	Sports	Ubisoft	0.07	0.05	0	0.01	0.13
International Track & Field 2000	PS	1999	Sports	Konami Digital Entertainment	0.06	0.04	0	0.01	0.11
Snowboard Kids 2	N64	1999	Sports	Atlus	0.09	0.02	0	0	0.11
Black Bass with Blue Marlin	PS	1999	Sports	Starfish	0.06	0.04	0	0.01	0.11
Derby Stallion	SAT	1999	Sports	ASCII Entertainment	0	0	0.09	0	0.09
Sega Bass Fishing	DC	1999	Sports	Sega	0	0	0.09	0	0.09
Brunswick Circuit Pro Bowling	N64	1999	Sports	THQ	0.05	0.01	0	0	0.06
Interplay Sports Baseball 2000	PS	1999	Sports	Interplay	0.03	0.02	0	0	0.06
Bass Rise	PS	1999	Sports	Namco Bandai Games	0.03	0.02	0	0	0.05
NHL Blades of Steel 99	N64	1999	Sports	Konami Digital Entertainment	0.05	0	0	0	0.05
All Star Tennis 99	N64	1999	Sports	Ubisoft	0.04	0.01	0	0	0.05
NBA 2K	DC	1999	Sports	Sega	0	0	0.05	0	0.05
NHL Blades of Steel 2000	PS	1999	Sports	Konami Digital Entertainment	0.02	0.01	0	0	0.04
Super Bowling	N64	1999	Sports	Athena	0.02	0	0	0	0.02
Pokemon Stadium	N64	1999	Strategy	Nintendo	3.18	1.24	0.94	0.09	5.45
Warzone 2100	PS	1999	Strategy	Eidos Interactive	2.79	1.89	0	0.33	5.01
Command & Conquer: Tiberian Sun	PC	1999	Strategy	Westwood Studios	1.55	0	0	0	1.55
Yu-Gi-Oh! Duel Monsters II: Dark Duel Stories	G	1999	Strategy	Konami Digital Entertainment	0	0	1.1	0	1.1
Worms Armageddon	PS	1999	Strategy	Microprose	0.18	0.81	0	0.08	1.06
Sim Theme Park	PS	1999	Strategy	Electronic Arts	0.35	0.24	0	0.04	0.63
SD Gundam G Generation Zero	PS	1999	Strategy	Namco Bandai Games	0	0	0.51	0.04	0.55
Front Mission 3	PS	1999	Strategy	SquareSoft	0.1	0.07	0.31	0.03	0.52
Super Robot Taisen Complete Box	PS	1999	Strategy	Banpresto	0	0	0.29	0.02	0.31
Command & Conquer	N64	1999	Strategy	Nintendo	0.22	0.05	0	0	0.27
Fire Emblem: Thracia 776	SNES	1999	Strategy	Nintendo	0	0	0.26	0	0.26
Dune 2000	PS	1999	Strategy	Electronic Arts	0.14	0.09	0	0.02	0.25
Super Robot Taisen F Kanketsuhen	PS	1999	Strategy	Banpresto	0	0	0.21	0.01	0.23
Super Robot Taisen 64	N64	1999	Strategy	Banpresto	0	0	0.2	0	0.2
Nobunaga no Yabou: Reppuuden	PS	1999	Strategy	Tecmo Koei	0	0	0.19	0.01	0.2
Space Battleship Yamato: Harukanaru Hoshi Iscandar	PS	1999	Strategy	Namco Bandai Games	0	0	0.16	0.01	0.17
Railroad Tycoon II	PS	1999	Strategy	PopTop Software	0.06	0.04	0	0.01	0.11
Digimon Digital Card Battle	PS	1999	Strategy	Namco Bandai Games	0.06	0.04	0	0.01	0.11
Vandal Hearts II	PS	1999	Strategy	Konami Digital Entertainment	0.06	0.04	0	0.01	0.1
LEGO Rock Raiders	PS	1999	Strategy	LEGO Media	0.06	0.04	0	0.01	0.1
Age of Empires II: The Age of Kings	PC	1999	Strategy	Microsoft Game Studios	0.01	0.08	0	0.01	0.09
Saiyuki: Journey West	PS	1999	Strategy	Tecmo Koei	0.03	0.02	0	0	0.05
PD Ultraman Battle Collection 64	N64	1999	Strategy	Namco Bandai Games	0	0	0.04	0	0.04
Worms Armageddon	N64	1999	Strategy	Infogrames	0.03	0.01	0	0	0.04
Battle Hunter	PS	1999	Strategy	Midas Interactive Entertainment	0.02	0.01	0	0	0.04
Builders Block	PS	1999	Strategy	EON Digital Entertainment	0.01	0	0	0	0.01
Jagged Alliance 2	PC	1999	Strategy	Strategy First	0	0.01	0	0	0.01
Sakura Wars 2: Kimi	DC	2000	Adventure	Sega	0	0	0.1	0	
Driver 2	PS	2000	Action	Atari	2.36	2.1	0.02	0.25	4.73
Rugrats in Paris: The Movie	PS	2000	Action	THQ	1.96	1.33	0	0.23	3.52
The Legend of Zelda: Majoras Mask	N64	2000	Action	Nintendo	1.9	0.67	0.73	0.06	3.36
Spider-Man	PS	2000	Action	Activision	1.7	1.25	0.02	0.16	3.13
Perfect Dark	N64	2000	Action	Nintendo	1.55	0.75	0.16	0.06	2.52
007: The World is not Enough	N64	2000	Action	Electronic Arts	1.13	0.38	0.02	0.03	1.55
Ridge Racer V	PS2	2000	Action	Namco Bandai Games	0.24	0.19	0.75	0.06	1.24
Dino Crisis 2	PS	2000	Action	Virgin Interactive	0.34	0.49	0.28	0.1	1.21
Action Bass	PS	2000	Action	Take-Two Interactive	0.64	0.43	0	0.07	1.14
Resident Evil - Code: Veronica	DC	2000	Action	Eidos Interactive	0.41	0.23	0.47	0.03	1.14
The Bouncer	PS2	2000	Action	Sony Computer Entertainment	0.3	0.23	0.38	0.08	0.99
007: The World is not Enough	PS	2000	Action	Electronic Arts	0.51	0.35	0	0.06	0.92
Dynasty Warriors 2	PS2	2000	Action	THQ	0.24	0.19	0.34	0.06	0.83
Resident Evil: Survivor	PS	2000	Action	Eidos Interactive	0.23	0.15	0.29	0.05	0.71
Tenchu 2: Birth of the Stealth Assassins	PS	2000	Action	Activision	0.32	0.22	0	0.04	0.58
Bob the Builder: Can We Fix It?	PS	2000	Action	THQ	0.31	0.21	0	0.04	0.57
Spider-Man	N64	2000	Action	Activision	0.43	0.09	0	0.01	0.53
Rugrats in Paris: The Movie	N64	2000	Action	THQ	0.4	0.09	0	0.01	0.5
Gauntlet Legends	PS	2000	Action	Midway Games	0.26	0.18	0	0.03	0.47
Scooby-Doo! Classic Creep Capers	N64	2000	Action	THQ	0.3	0.06	0	0	0.37
Sabans Power Rangers: Lightspeed Rescue	N64	2000	Action	THQ	0.29	0.06	0	0	0.36
Sabans Power Rangers: Lightspeed Rescue	PS	2000	Action	THQ	0.19	0.13	0	0.02	0.35
Army Men: Air Attack 2	PS	2000	Action	3DO	0.17	0.11	0	0.02	0.3
Army Men: Air Combat	N64	2000	Action	3DO	0.19	0.05	0	0	0.24
Covert Ops: Nuclear Dawn	PS	2000	Action	Sony Computer Entertainment	0.13	0.09	0	0.02	0.24
Mega Man 64	N64	2000	Action	Capcom	0.14	0.03	0.05	0	0.22
Tom and Jerry in House Trap	PS	2000	Action	Ubisoft	0.11	0.07	0	0.01	0.2
Casper: Friends Around the World	PS	2000	Action	TDK Core	0.1	0.07	0	0.01	0.18
Ball Breakers	PS	2000	Action	Take-Two Interactive	0.1	0.07	0	0.01	0.18
