Name	Platform	Year_of_Release	Genre	Publisher	NA_Sales	EU_Sales	JP_Sales	Other_Sales	Global_Sales
Galactic Taz Ball	DS	2010	Platform	Warner Bros. Interactive Entertainment	0.09	0	0	0.01	0.09
Sly 2: Band of Thieves	PS3	2010	Platform	Sony Computer Entertainment	0	0.05	0	0.02	0.07
Flips Twisted World	Wii	2010	Platform	Majesco Entertainment	0.05	0	0	0	0.06
The Kore Gang	Wii	2010	Platform	Flashpoint Games	0.04	0	0	0	0.04
Ape Escape	PS3	2010	Platform	Sony Computer Entertainment	0	0.03	0	0.01	0.04
Dragons Lair	DS	2010	Platform	Destineer	0.02	0	0	0	0.02
Mario vs. Donkey Kong: Mini-Land Mayhem!	DS	2010	Puzzle	Nintendo	1.63	0.51	0.35	0.18	2.67
Super Scribblenauts	DS	2010	Puzzle	Warner Bros. Interactive Entertainment	1.06	0.29	0	0.11	1.46
Pictionary	Wii	2010	Puzzle	THQ	0.6	0.19	0	0.07	0.85
Tetris Party Deluxe	DS	2010	Puzzle	Nintendo	0.28	0.3	0.12	0.07	0.76
Tetris Party Deluxe	Wii	2010	Puzzle	Nintendo	0.33	0.16	0.02	0.05	0.56
Despicable Me: The Game - Minion Mayhem	DS	2010	Puzzle	D3Publisher	0.37	0.05	0	0.03	0.45
Bejeweled 3	DS	2010	Puzzle	PopCap Games	0.29	0.02	0	0.02	0.33
TouchMaster: Connect	DS	2010	Puzzle	Warner Bros. Interactive Entertainment	0.1	0.16	0	0.03	0.29
Jewel Quest Mysteries: Curse of the Emerald Tear	DS	2010	Puzzle	Avanquest	0	0.25	0	0.04	0.28
I Spy: Spooky Mansion	Wii	2010	Puzzle	Storm City Games	0.25	0	0	0.02	0.27
Jewels of the Tropical Lost Island	DS	2010	Puzzle	Storm City Games	0.11	0.1	0	0.02	0.23
Hidden Mysteries: Buckingham Palace	DS	2010	Puzzle	Avanquest	0.13	0.07	0	0.02	0.22
Mahjongg Mysteries: Ancient Egypt	DS	2010	Puzzle	Avanquest	0.07	0.11	0	0.02	0.2
Mystery Tales of Time Travel	DS	2010	Puzzle	Foreign Media Games	0.01	0.15	0	0.02	0.19
Jewel Master: Cradle of Athena	DS	2010	Puzzle	Storm City Games	0.17	0	0	0.01	0.18
Jewel Match	DS	2010	Puzzle	PlayV	0.05	0.11	0	0.02	0.17
Pictionary	DS	2010	Puzzle	THQ	0.09	0.06	0	0.02	0.17
Bejeweled 3	PS3	2010	Puzzle	PopCap Games	0.13	0	0	0.02	0.14
Hidden Mysteries: Salem Secrets - Witch Trials of 1692	DS	2010	Puzzle	Astragon	0.09	0.04	0	0.01	0.14
Bejeweled 3	X360	2010	Puzzle	PopCap Games	0.13	0	0	0.01	0.14
I Spy: Universe	DS	2010	Puzzle	Scholastic Inc.	0.12	0	0	0.01	0.13
Puzzle Quest 2	DS	2010	Puzzle	D3Publisher	0.11	0	0	0.01	0.12
Yard Sale Hidden Treasures: Sunnyville	DS	2010	Puzzle	Konami Digital Entertainment	0.1	0	0	0.01	0.11
Puzzler World 2	DS	2010	Puzzle	Ubisoft	0.02	0.07	0	0.02	0.11
Silly Bandz: Play The Craze	DS	2010	Puzzle	Deep Silver	0.1	0	0	0.01	0.11
Nancy Drew: The Model Mysteries	DS	2010	Puzzle	THQ	0.09	0	0	0.01	0.1
Bejeweled Twist	DS	2010	Puzzle	PopCap Games	0	0.08	0	0.01	0.1
Puzzle Chronicles	PSP	2010	Puzzle	Konami Digital Entertainment	0.08	0	0	0.01	0.09
Challenge Me: Brain Puzzles 2	DS	2010	Puzzle	O-Games	0.05	0.04	0	0.01	0.09
Bejeweled 3	PC	2010	Puzzle	PopCap Games	0.03	0.05	0	0.01	0.09
Squishy Tank	DS	2010	Puzzle	Natsume	0.07	0	0	0	0.07
Titanic Mystery	DS	2010	Puzzle	PlayV	0.05	0.01	0	0.01	0.07
OK! Puzzle Stars	DS	2010	Puzzle	Ubisoft	0	0.06	0	0.01	0.07
Ivy the Kiwi?	Wii	2010	Puzzle	Rising Star Games	0.04	0.02	0	0	0.06
Challenge Me: Brain Puzzles 2	Wii	2010	Puzzle	O-Games	0	0.05	0	0	0.06
Match 3 Madness	DS	2010	Puzzle	Foreign Media Games	0	0.05	0	0.01	0.05
Ivy the Kiwi?	DS	2010	Puzzle	Rising Star Games	0.04	0	0	0	0.05
Casual Mania!	DS	2010	Puzzle	Foreign Media Games	0.04	0	0	0	0.04
The Treasures of Montezuma	DS	2010	Puzzle	Foreign Media Games	0.02	0.02	0	0	0.04
Fishdom 2 Deluxe	PC	2010	Puzzle	Rondomedia	0	0.02	0	0	0.02
Crazy Machines	Wii	2010	Puzzle	DTP Entertainment	0.01	0.01	0	0	0.02
Mind over Matter	DS	2010	Puzzle	505 Games	0.02	0	0	0	0.02
Rock Blast	Wii	2010	Puzzle	UFO Interactive	0.02	0	0	0	0.02
Titanic Mystery	Wii	2010	Puzzle	O-Games	0.02	0	0	0	0.02
Bejeweled Blitz	PC	2010	Puzzle	Mastertronic	0	0.01	0	0	0.02
Mechanic Master 2	DS	2010	Puzzle	Crave Entertainment	0.02	0	0	0	0.02
Puzzle Chronicles	DS	2010	Puzzle	Konami Digital Entertainment	0.01	0	0	0	0.01
Know How 2	DS	2010	Puzzle	7G//AMES	0	0.01	0	0	0.01
Bermuda Triangle: Saving the Coral	DS	2010	Puzzle	Unknown	0.01	0	0	0	0.01
Monster Frenzy	DS	2010	Puzzle	Lexicon Entertainment	0.01	0	0	0	0.01
Nintama Rantarou: Gakunen Taikousen Puzzle! no Dan	DS	2010	Puzzle	Russel	0	0	0.01	0	0.01
Gran Turismo 5	PS3	2010	Racing	Sony Computer Entertainment	2.96	4.82	0.81	2.11	10.7
Need for Speed: Hot Pursuit	PS3	2010	Racing	Electronic Arts	1.05	1.23	0.03	0.47	2.78
Need for Speed: Hot Pursuit	X360	2010	Racing	Electronic Arts	1.03	0.96	0	0.21	2.2
Sonic & Sega All-Stars Racing	Wii	2010	Racing	Sega	0.61	0.68	0	0.15	1.44
Kinect Joy Ride	X360	2010	Racing	Microsoft Game Studios	0.92	0.39	0	0.12	1.43
F1 2010	PS3	2010	Racing	Codemasters	0.25	0.75	0.08	0.26	1.34
ModNation Racers	PS3	2010	Racing	Sony Computer Entertainment	0.5	0.4	0.06	0.16	1.12
Sonic Free Riders	X360	2010	Racing	Sega	0.75	0.25	0	0.09	1.09
Sonic & Sega All-Stars Racing	DS	2010	Racing	Sega	0.43	0.5	0	0.11	1.04
Sonic & Sega All-Stars Racing	PS3	2010	Racing	Sega	0.36	0.43	0	0.16	0.95
F1 2010	X360	2010	Racing	Codemasters	0.18	0.59	0.01	0.1	0.88
Sonic & SEGA All-Stars Racing with Banjo-Kazooie	X360	2010	Racing	Sega	0.37	0.32	0	0.07	0.76
Split/Second	PS3	2010	Racing	Disney Interactive Studios	0.31	0.3	0.01	0.11	0.73
Blur	PS3	2010	Racing	Activision	0.22	0.36	0.02	0.12	0.72
Split/Second	X360	2010	Racing	Disney Interactive Studios	0.32	0.23	0	0.06	0.6
Blur	X360	2010	Racing	Activision	0.25	0.27	0	0.06	0.59
Monster Jam: Path of Destruction	Wii	2010	Racing	Activision	0.48	0.02	0	0.03	0.54
ModNation Racers	PSP	2010	Racing	Sony Computer Entertainment	0.11	0.26	0.02	0.14	0.53
Need for Speed: Hot Pursuit	Wii	2010	Racing	Electronic Arts	0.17	0.23	0	0.05	0.46
Need for Speed: Hot Pursuit	PC	2010	Racing	Electronic Arts	0.12	0.2	0	0.05	0.37
Monster Jam: Path of Destruction	DS	2010	Racing	Activision	0.34	0	0	0.03	0.37
Hot Wheels: Track Attack	DS	2010	Racing	THQ	0.17	0.08	0	0.02	0.27
Monster Jam: Path of Destruction	PS3	2010	Racing	Activision	0.21	0.02	0	0.02	0.25
TrackMania: Build to Race	Wii	2010	Racing	Focus Home Interactive	0.09	0.11	0	0.02	0.23
MotoGP 09/10	PS3	2010	Racing	Capcom	0.05	0.13	0	0.04	0.22
TRON: Evolution - Battle Grids	Wii	2010	Racing	Disney Interactive Studios	0.17	0.02	0	0.01	0.21
SBK X: Superbike World Championship	PS3	2010	Racing	Black Bean Games	0.05	0.12	0	0.04	0.21
WRC: FIA World Rally Championship	PS3	2010	Racing	Black Bean Games	0	0.14	0.01	0.04	0.2
Hot Wheels: Track Attack	Wii	2010	Racing	THQ	0.14	0.03	0	0.01	0.19
SBK X: Superbike World Championship	X360	2010	Racing	Black Bean Games	0.1	0.07	0	0.02	0.19
World of Outlaws: Sprint Cars	X360	2010	Racing	THQ	0.17	0	0	0.01	0.18
MotoGP 09/10	X360	2010	Racing	Capcom	0.07	0.09	0	0.02	0.17
Adrenalin Misfits	X360	2010	Racing	Konami Digital Entertainment	0.12	0.02	0	0.01	0.14
WRC: FIA World Rally Championship	X360	2010	Racing	Black Bean Games	0	0.1	0	0.02	0.12
Split/Second	PSP	2010	Racing	Disney Interactive Studios	0.08	0.02	0	0.02	0.12
Monster Jam: Path of Destruction	X360	2010	Racing	Activision	0.11	0	0	0.01	0.12
naild	PS3	2010	Racing	Deep Silver	0.08	0.02	0	0.02	0.12
Blood Drive	X360	2010	Racing	Activision	0.09	0.01	0	0.01	0.11
ATV Quad Kings	DS	2010	Racing	Storm City Games	0.1	0	0	0.01	0.11
naild	X360	2010	Racing	Deep Silver	0.08	0.02	0	0.01	0.1
Monster Jam: Path of Destruction	PSP	2010	Racing	Activision	0.08	0	0	0.01	0.09
Blood Drive	PS3	2010	Racing	Activision	0.07	0	0	0.01	0.07
Speed	Wii	2010	Racing	Unknown	0.04	0.02	0	0.01	0.06
Blur	PC	2010	Racing	Activision	0.01	0.04	0	0.01	0.06
Chevrolet Camaro: Wild Ride	Wii	2010	Racing	Storm City Games	0.06	0	0	0	0.06
F1 2010	PC	2010	Racing	Codemasters	0	0.05	0	0.01	0.05
TrackMania Turbo: Build to Race	DS	2010	Racing	Ubisoft	0.02	0.02	0	0	0.05
Galaxy Racers	DS	2010	Racing	Ubisoft	0.04	0	0	0	0.05
Forza Motorsport 3: Ultimate Edition	X360	2010	Racing	Microsoft Game Studios	0	0.04	0	0.01	0.04
Honda ATV Fever	Wii	2010	Racing	Storm City Games	0.04	0	0	0	0.04
Split/Second	PC	2010	Racing	Disney Interactive Studios	0	0.04	0	0.01	0.04
Harley-Davidson: Road Trip	Wii	2010	Racing	Destineer	0.03	0	0	0	0.04
Maximum Racing: Drag & Stock Racer	Wii	2010	Racing	Nordic Games	0.03	0	0	0	0.03
Maximum Racing: GP Classic Racing	Wii	2010	Racing	Nordic Games	0.03	0	0	0	0.03
Heathcliff! The Fast and the Furriest	Wii	2010	Racing	Storm City Games	0.03	0	0	0	0.03
Chevrolet Camaro: Wild Ride	DS	2010	Racing	Storm City Games	0.02	0	0	0	0.02
Maximum Racing: Crash Car Racer	Wii	2010	Racing	Nordic Games	0.01	0.01	0	0	0.02
GTI Club: Supermini Festa!	Wii	2010	Racing	Konami Digital Entertainment	0.01	0	0	0	0.02
Honda ATV Fever	DS	2010	Racing	Storm City Games	0.01	0	0	0	0.01
Superstars V8 Next Challenge	X360	2010	Racing	Black Bean Games	0	0.01	0	0	0.01
FlatOut	Wii	2010	Racing	Zoo Games	0.01	0	0	0	0.01
naild	PC	2010	Racing	Deep Silver	0	0.01	0	0	0.01
Pokemon Black/Pokemon White	DS	2010	Role-Playing	Nintendo	5.51	3.18	5.66	0.8	15.14
Fable III	X360	2010	Role-Playing	Microsoft Game Studios	3.59	1.08	0.05	0.38	5.1
Monster Hunter Freedom 3	PSP	2010	Role-Playing	Capcom	0	0	4.87	0	4.87
Fallout: New Vegas	X360	2010	Role-Playing	Bethesda Softworks	2.66	1.03	0.04	0.33	4.06
Fallout: New Vegas	PS3	2010	Role-Playing	Bethesda Softworks	1.53	1.03	0.1	0.46	3.12
Mass Effect 2	X360	2010	Role-Playing	Electronic Arts	1.99	0.81	0.03	0.27	3.1
Final Fantasy XIII	X360	2010	Role-Playing	Square Enix	1.28	0.67	0.01	0.21	2.17
World of Warcraft: Cataclysm	PC	2010	Role-Playing	Activision	1.77	0.32	0	0	2.08
Kingdom Hearts: Birth by Sleep	PSP	2010	Role-Playing	Square Enix	0.63	0.41	0.75	0.26	2.06
Dragon Quest VI: Realms of Revelation	DS	2010	Role-Playing	Nintendo	0.2	0.15	1.35	0.03	1.74
Final Fantasy XIV: A Realm Reborn	PC	2010	Role-Playing	Square Enix	0.89	0.48	0	0.17	1.54
Dragon Quest Monsters: Joker 2	DS	2010	Role-Playing	Square Enix	0.09	0.07	1.24	0.02	1.41
Pokemon Ranger: Guardian Signs	DS	2010	Role-Playing	Nintendo	0.5	0.16	0.58	0.05	1.3
Fallout: New Vegas	PC	2010	Role-Playing	Bethesda Softworks	0.59	0.45	0	0.14	1.17
Tales of Graces f	PS3	2010	Role-Playing	Namco Bandai Games	0.28	0.18	0.45	0.07	0.98
Kingdom Hearts Re:coded	DS	2010	Role-Playing	Square Enix	0.53	0.09	0.27	0.05	0.93
Inazuma Eleven 3	DS	2010	Role-Playing	Level 5	0	0	0.93	0	0.93
Xenoblade Chronicles	Wii	2010	Role-Playing	Nintendo	0.43	0.25	0.16	0.07	0.91
Golden Sun: Dark Dawn	DS	2010	Role-Playing	Nintendo	0.52	0.09	0.13	0.05	0.79
Resonance of Fate	PS3	2010	Role-Playing	Sega	0.2	0.21	0.24	0.08	0.73
Star Ocean: The Last Hope International	PS3	2010	Role-Playing	Square Enix	0.28	0.15	0.22	0.07	0.72
Fossil Fighters: Champions	DS	2010	Role-Playing	Nintendo	0.31	0	0.34	0.02	0.67
White Knight Chronicles II	PS3	2010	Role-Playing	Sony Computer Entertainment	0.23	0.09	0.27	0.04	0.63
NieR	PS3	2010	Role-Playing	Square Enix	0.17	0.18	0.2	0.07	0.62
MonHun Nikki: Poka Poka Ailu Mura	PSP	2010	Role-Playing	Capcom	0	0	0.6	0	0.6
Ninokuni: Shikkoku no Madoushi	DS	2010	Role-Playing	Level 5	0	0	0.54	0	0.54
Valkyria Chronicles II	PSP	2010	Role-Playing	Sega	0.12	0.15	0.18	0.09	0.53
Tactics Ogre: Let Us Cling Together	PSP	2010	Role-Playing	Square Enix	0.15	0.07	0.27	0.05	0.53
The 3rd Birthday	PSP	2010	Role-Playing	Square Enix	0.13	0.07	0.27	0.05	0.51
Dragon Age Origins: Awakening	X360	2010	Role-Playing	Electronic Arts	0.33	0.1	0	0.04	0.47
Hyperdimension Neptunia	PS3	2010	Role-Playing	Tecmo Koei	0.22	0.09	0.07	0.04	0.43
Alpha Protocol	PS3	2010	Role-Playing	Sega	0.19	0.17	0	0.07	0.43
Atelier Totori: The Adventurer of Arland	PS3	2010	Role-Playing	Nippon Ichi Software	0.12	0.06	0.21	0.03	0.42
Mass Effect 2	PC	2010	Role-Playing	Electronic Arts	0.01	0.32	0	0.06	0.39
Alpha Protocol	X360	2010	Role-Playing	Sega	0.23	0.12	0	0.04	0.39
Resonance of Fate	X360	2010	Role-Playing	Sega	0.12	0.13	0.06	0.03	0.33
Lord of Arcana	PSP	2010	Role-Playing	Square Enix	0.08	0.05	0.17	0.04	0.33
Fate/Extra	PSP	2010	Role-Playing	Marvelous Interactive	0.18	0.01	0.1	0.03	0.32
Etrian Odyssey III: The Drowned City	DS	2010	Role-Playing	Atlus	0.12	0	0.19	0.01	0.31
Radiant Historia	DS	2010	Role-Playing	Atlus	0.19	0	0.09	0.01	0.29
NieR	X360	2010	Role-Playing	Square Enix	0.13	0.1	0.04	0.02	0.29
Dragon Age Origins: Awakening	PS3	2010	Role-Playing	Spike	0.24	0	0	0.02	0.27
Percy Jackson and the Olympians: The Lightning Thief	DS	2010	Role-Playing	Activision	0.22	0.01	0	0.02	0.24
Ar tonelico Qoga: Knell of Ar Ciel	PS3	2010	Role-Playing	Tecmo Koei	0.08	0.01	0.13	0.01	0.24
Tales of Phantasia: Narikiri Dungeon X	PSP	2010	Role-Playing	Namco Bandai Games	0	0	0.21	0	0.21
Shining Hearts	PSP	2010	Role-Playing	Sega	0	0	0.2	0	0.2
Solatorobo: Red the Hunter	DS	2010	Role-Playing	Nintendo	0.08	0.04	0.07	0.01	0.2
Arcania: Gothic 4	PC	2010	Role-Playing	JoWood Productions	0.09	0.08	0	0.02	0.19
The Legend of Heroes VII: The Trail of Zero	PSP	2010	Role-Playing	Falcom Corporation	0	0	0.16	0	0.16
Lufia: Curse of the Sinistrals	DS	2010	Role-Playing	Square Enix	0.11	0	0.03	0.01	0.15
Zetta Hero Project: Unlosing Ranger vs. Darkdeath Evilman	PSP	2010	Role-Playing	Nippon Ichi Software	0.07	0	0.06	0.01	0.15
Ys: The Oath in Felghana	PSP	2010	Role-Playing	Falcom Corporation	0.09	0	0.04	0.01	0.15
Record of Agarest War 2	PS3	2010	Role-Playing	Compile Heart	0.09	0	0.04	0.01	0.14
.hack//Link	PSP	2010	Role-Playing	Namco Bandai Games	0	0	0.14	0	0.14
TRINITY: Souls of Zill Oll	PS3	2010	Role-Playing	Ubisoft Annecy	0.06	0.03	0.03	0.01	0.14
Dragon Age: Origins - Ultimate Edition	PC	2010	Role-Playing	Electronic Arts	0	0.12	0	0.02	0.14
Shiren the Wanderer 4 - Gods Eye and the Demons Navel	DS	2010	Role-Playing	Spike	0	0	0.13	0	0.13
Dragon Age Origins: Awakening	PC	2010	Role-Playing	Electronic Arts	0.01	0.1	0	0.02	0.13
Divinity II: The Dragon Knight Saga	X360	2010	Role-Playing	Focus Home Interactive	0.11	0.02	0	0.01	0.13
Ken to Mahou to Gakuen Mono. 3	PSP	2010	Role-Playing	Acquire	0	0	0.13	0	0.13
Venetica	X360	2010	Role-Playing	DTP Entertainment	0.09	0.03	0	0.01	0.13
Metal Max 3	DS	2010	Role-Playing	Enterbrain	0	0	0.13	0	0.13
Monster Hunter Frontier Online	X360	2010	Role-Playing	Capcom	0	0	0.13	0	0.13
Last Ranker	PSP	2010	Role-Playing	Capcom	0	0	0.13	0	0.13
Mugen no Frontier: Super Robot Taisen OG Saga EXCEED	DS	2010	Role-Playing	Namco Bandai Games	0	0	0.12	0	0.12
Medarot DS: Kabuto / Kuwagata Ver.	DS	2010	Role-Playing	Rocket Company	0	0	0.12	0	0.12
Venetica	PS3	2010	Role-Playing	DTP Entertainment	0.07	0.03	0	0.01	0.12
Digimon Story: Lost Evolution	DS	2010	Role-Playing	Namco Bandai Games	0	0	0.1	0	0.1
Phantom Brave: The Hermuda Triangle	PSP	2010	Role-Playing	Nippon Ichi Software	0.06	0	0.03	0.01	0.1
Arcania: Gothic 4	X360	2010	Role-Playing	JoWood Productions	0.04	0.04	0.01	0.01	0.09
Last Rebellion	PS3	2010	Role-Playing	Nippon Ichi Software	0.06	0.01	0.01	0.01	0.09
Knights in the Nightmare	PSP	2010	Role-Playing	Atlus	0.06	0	0.02	0.01	0.09
Criminal Girls: Invite Only	PSP	2010	Role-Playing	Nippon Ichi Software	0	0	0.08	0	0.08
Dawn of Heroes	DS	2010	Role-Playing	Majesco Entertainment	0.07	0	0	0.01	0.08
Keroro RPG: Kishi to Musha to Densetsu no Kaizoku	DS	2010	Role-Playing	Namco Bandai Games	0	0	0.07	0	0.07
Ken to Mahou to Gakuen Mono. 3	PS3	2010	Role-Playing	Acquire	0	0	0.07	0	0.07
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!	DS	2010	Role-Playing	Marvelous Interactive	0	0	0.06	0	0.06
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan	PSP	2010	Role-Playing	Atlus	0	0	0.06	0	0.06
RPG Tsukuru DS	DS	2010	Role-Playing	Enterbrain	0	0	0.05	0	0.05
Fushigi no Dungeon: Fuurai no Shiren 3 Portable	PSP	2010	Role-Playing	Spike	0	0	0.05	0	0.05
Monster Hunter Frontier Online	PS3	2010	Role-Playing	Capcom	0	0	0.05	0	0.05
Battle Spirits: Digital Starter	DS	2010	Role-Playing	Namco Bandai Games	0	0	0.04	0	0.04
All Points Bulletin	PC	2010	Role-Playing	Electronic Arts	0	0.03	0	0.01	0.04
Harukanaru Toki no Naka de 4: Aizouban	PSP	2010	Role-Playing	Tecmo Koei	0	0	0.04	0	0.04
Monster Hunter Frontier Online: Season 9.0	X360	2010	Role-Playing	Capcom	0	0	0.04	0	0.04
Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice	DS	2010	Role-Playing	ChunSoft	0	0	0.04	0	0.04
Alpha Protocol	PC	2010	Role-Playing	Sega	0	0.03	0	0.01	0.03
Jikandia: The Timeless Land	PSP	2010	Role-Playing	Idea Factory	0.03	0	0	0	0.03
Classic Dungeon: Fuyoku no Masoujin	PSP	2010	Role-Playing	Nippon Ichi Software	0	0	0.03	0	0.03
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito	PSP	2010	Role-Playing	Gust	0	0	0.03	0	0.03
MapleStory DS	DS	2010	Role-Playing	Nexon	0	0	0.03	0	0.03
Blaze Union: Story to Reach the Future	PSP	2010	Role-Playing	Sting	0	0	0.03	0	0.03
Age of Conan: Rise of the Godslayer	PC	2010	Role-Playing	Funcom	0	0.02	0	0	0.03
Divinity II: Flames of Vengeance	PC	2010	Role-Playing	DTP Entertainment	0	0.02	0	0.01	0.03
Foto Showdown	DS	2010	Role-Playing	Unknown	0.02	0	0	0	0.02
Ken to Mahou to Gakuen Mono. 2G	PS3	2010	Role-Playing	Acquire	0	0	0.02	0	0.02
Star Trek Online	PC	2010	Role-Playing	Atari	0	0.02	0	0	0.02
Mount & Blade: Warband	PC	2010	Role-Playing	Paradox Interactive	0.01	0.01	0	0	0.02
Summon Night Granthese: Horobi no Ken to Yakusoku no Kishi	PS2	2010	Role-Playing	Namco Bandai Games	0	0	0.02	0	0.02
Tegami Bachi: Kokoro Tsumugu Mono e	PSP	2010	Role-Playing	Konami Digital Entertainment	0	0	0.02	0	0.02
Battle Spirits: Heros Soul	PSP	2010	Role-Playing	Namco Bandai Games	0	0	0.02	0	0.02
Elminage II DS Remix: Sousei no Megami to Unmai no Daichi	DS	2010	Role-Playing	Starfish	0	0	0.02	0	0.02
Densetsu no Yuusha no Densetsu: Legendary Saga	PSP	2010	Role-Playing	Kadokawa Shoten	0	0	0.01	0	0.01
WiZmans World	DS	2010	Role-Playing	Jaleco	0	0	0.01	0	0.01
Game Book DS: Aquarian Age Perpetual Period	DS	2010	Role-Playing	Broccoli	0	0	0.01	0	0.01
Call of Duty: Black Ops	X360	2010	Shooter	Activision	9.73	3.7	0.11	1.13	14.67
Call of Duty: Black Ops	PS3	2010	Shooter	Activision	6	4.37	0.48	1.8	12.64
Halo: Reach	X360	2010	Shooter	Microsoft Game Studios	7.06	1.97	0.08	0.79	9.9
Battlefield: Bad Company 2	X360	2010	Shooter	Electronic Arts	2.1	1.01	0.04	0.32	3.48
Battlefield: Bad Company 2	PS3	2010	Shooter	Electronic Arts	1.33	1.1	0.08	0.44	2.95
Medal of Honor	PS3	2010	Shooter	Electronic Arts	1.28	1.04	0.07	0.42	2.81
Medal of Honor	X360	2010	Shooter	Electronic Arts	1.56	0.8	0.04	0.21	2.62
BioShock 2	X360	2010	Shooter	Take-Two Interactive	1.45	0.54	0.02	0.19	2.2
Call of Duty: Black Ops	PC	2010	Shooter	Activision	0.58	0.81	0	0.23	1.63
BioShock 2	PS3	2010	Shooter	Take-Two Interactive	0.85	0.46	0.02	0.22	1.54
Call of Duty: Black Ops	Wii	2010	Shooter	Activision	0.8	0.45	0	0.12	1.37
MAG: Massive Action Game	PS3	2010	Shooter	Sony Computer Entertainment	0.77	0.29	0.09	0.16	1.31
Sniper: Ghost Warrior	X360	2010	Shooter	City Interactive	0.54	0.5	0	0.12	1.16
Crackdown 2	X360	2010	Shooter	Microsoft Game Studios	0.63	0.36	0.02	0.1	1.12
Aliens vs Predator	X360	2010	Shooter	Sega	0.55	0.4	0	0.11	1.06
Aliens vs Predator	PS3	2010	Shooter	Sega	0.41	0.46	0	0.18	1.04
Army of Two: The 40th Day	X360	2010	Shooter	Electronic Arts	0.62	0.24	0	0.09	0.95
Lost Planet 2	PS3	2010	Shooter	Capcom	0.29	0.33	0.2	0.13	0.95
Army of Two: The 40th Day	PS3	2010	Shooter	Electronic Arts	0.44	0.27	0.01	0.12	0.85
Lost Planet 2	X360	2010	Shooter	Capcom	0.38	0.23	0.08	0.06	0.76
Battlefield: Bad Company 2	PC	2010	Shooter	Electronic Arts	0.19	0.53	0	0	0.72
James Bond 007: Blood Stone	PS3	2010	Shooter	Activision	0.18	0.36	0.02	0.13	0.7
Red Steel 2	Wii	2010	Shooter	Ubisoft	0.35	0.21	0.01	0.06	0.62
Vanquish	PS3	2010	Shooter	Sega	0.21	0.21	0.11	0.08	0.61
Kane & Lynch 2: Dog Days	PS3	2010	Shooter	Square Enix	0.17	0.27	0.05	0.1	0.59
Call of Duty: Black Ops	DS	2010	Shooter	Activision	0.5	0.04	0	0.04	0.58
Metro 2033	X360	2010	Shooter	THQ	0.22	0.23	0.03	0.05	0.54
Time Crisis: Razing Storm	PS3	2010	Shooter	Namco Bandai Games	0.18	0.2	0.07	0.08	0.54
Kane & Lynch 2: Dog Days	X360	2010	Shooter	Square Enix	0.2	0.22	0.01	0.05	0.49
Medal of Honor	PC	2010	Shooter	Electronic Arts	0.2	0.23	0	0.06	0.49
James Bond 007: Blood Stone	X360	2010	Shooter	Activision	0.2	0.23	0	0.05	0.47
SOCOM: U.S. Navy SEALs Fireteam Bravo 3	PSP	2010	Shooter	Sony Computer Entertainment	0.17	0.13	0.06	0.08	0.44
Vanquish	X360	2010	Shooter	Sega	0.19	0.16	0.03	0.04	0.42
The Shoot	PS3	2010	Shooter	Sony Computer Entertainment	0.13	0.15	0.01	0.05	0.34
Singularity	X360	2010	Shooter	Activision	0.24	0.05	0	0.02	0.32
Army of Two: The 40th Day	PSP	2010	Shooter	Electronic Arts	0.12	0.13	0	0.08	0.32
Front Mission Evolved	PS3	2010	Shooter	Square Enix	0.09	0.06	0.11	0.03	0.29
Dead to Rights: Retribution	PS3	2010	Shooter	Namco Bandai Games	0.1	0.12	0.02	0.05	0.28
Reload: Target Down	Wii	2010	Shooter	Mastiff	0.24	0	0	0.01	0.25
BioShock 2	PC	2010	Shooter	Take-Two Interactive	0.02	0.19	0	0.04	0.24
Metro 2033	PC	2010	Shooter	THQ	0	0.19	0	0.05	0.24
Transformers: War for Cybertron (DS Version)	DS	2010	Shooter	Activision	0.21	0.01	0	0.02	0.24
Singularity	PS3	2010	Shooter	Activision	0.17	0.04	0.01	0.03	0.24
Greg Hastings Paintball 2	X360	2010	Shooter	Majesco Entertainment	0.19	0	0	0.01	0.21
Dead to Rights: Retribution	X360	2010	Shooter	Namco Bandai Games	0.11	0.08	0	0.02	0.21
Front Mission Evolved	X360	2010	Shooter	Square Enix	0.1	0.07	0.02	0.02	0.2
Aliens vs Predator	PC	2010	Shooter	Sega	0	0.17	0	0.02	0.19
Quantum Theory	PS3	2010	Shooter	Tecmo Koei	0.05	0.09	0.02	0.03	0.19
Sniper: Ghost Warrior	PC	2010	Shooter	City Interactive	0	0.13	0	0.03	0.16
Gunslingers	Wii	2010	Shooter	Neko Entertainment	0.07	0.06	0	0.02	0.15
Borderlands: Double Game Add-On Pack	X360	2010	Shooter	Take-Two Interactive	0.1	0.02	0	0.01	0.13
Tom Clancys Ghost Recon	Wii	2010	Shooter	Ubisoft	0.1	0.01	0	0.01	0.12
Greg Hastings Paintball 2	Wii	2010	Shooter	505 Games	0.11	0	0	0.01	0.12
Mahou Shoujo Lyrical Nanoha As Portable: The Battle of Aces	PSP	2010	Shooter	Namco Bandai Games	0	0	0.12	0	0.12
